TIME_PERIOD,USDEUR,JPYEUR,GBPEUR,AUDEUR,CADEUR,CHFEUR,CNYEUR,SEKEUR,NZDEUR,MXNEUR,SGDEUR,HKDEUR,NOKEUR,KRWEUR,TRYEUR,RUBEUR,INREUR,BRLEUR,ZAREUR,PLNEUR,ARSEUR
2013-09-19,1.3545,134.09,0.842,1.4261,1.3829,1.2333,8.2887,8.5702,1.6137,17.0857,1.6857,10.5023,7.842,1453.69,2.6491,42.84,83.845,2.9605,13.0449,4.1828,7.7901
2013-09-20,1.3514,134.57,0.8436,1.4354,1.3898,1.233,8.2712,8.5969,1.6153,17.2736,1.6883,10.4769,8.0065,1457.67,2.68,43.114,84.162,2.9929,13.23,4.2298,7.779
2013-09-23,1.3508,133.59,0.84115,1.4313,1.3909,1.2323,8.265,8.6007,1.612,17.3382,1.6907,10.4732,7.971,1452.87,2.688,43.02,84.634,2.984,13.287,4.2265,7.7782
2013-09-24,1.3473,132.92,0.84431,1.4347,1.3857,1.2295,8.252,8.6315,1.6261,17.3566,1.6918,10.4462,8.02,1448.27,2.6961,43.0098,84.853,2.9773,13.3062,4.2269,7.775
2013-09-25,1.3504,133.14,0.84165,1.443,1.3924,1.2304,8.265,8.6881,1.6413,17.5292,1.6943,10.471,8.133,1454.52,2.7087,43.2625,84.415,2.9852,13.3655,4.2165,7.7961
2013-09-26,1.3499,133.41,0.8418,1.439,1.3909,1.2288,8.2622,8.6554,1.6266,17.5347,1.6947,10.4673,8.0625,1454.27,2.721,43.4502,83.8,3.0034,13.4725,4.228,7.7903
2013-09-27,1.3537,133.28,0.84,1.4542,1.3967,1.2248,8.2827,8.6863,1.6373,17.8128,1.6985,10.4975,8.103,1456.7,2.7566,43.874,84.603,3.0589,13.716,4.228,7.8255
2013-09-30,1.3505,131.78,0.83605,1.4486,1.3912,1.2225,8.2645,8.6575,1.6296,17.8462,1.6961,10.4722,8.114,1451.84,2.751,43.824,84.844,3.0406,13.5985,4.2288,7.8228
2013-10-01,1.3554,132.6,0.8345,1.4388,1.3962,1.2253,8.2972,8.6329,1.6363,17.8057,1.697,10.5113,8.131,1456.51,2.727,43.654,84.879,3.0107,13.6385,4.2308,7.8489
2013-10-02,1.3515,131.76,0.8341,1.4458,1.3988,1.2241,8.2728,8.655,1.641,17.8303,1.6917,10.4799,8.132,1452.74,2.7275,43.6318,84.592,2.9927,13.6652,4.219,7.8367
2013-10-03,1.3594,132.81,0.8394,1.45,1.4053,1.2276,8.3205,8.6214,1.6412,17.9098,1.6975,10.5415,8.109,1455.9,2.7241,43.6915,83.929,2.9973,13.725,4.2053,7.8825
2013-10-04,1.3593,132.03,0.8469,1.4409,1.4042,1.2271,8.3192,8.6732,1.6366,17.815,1.6942,10.5406,8.1145,1458.03,2.7152,43.7317,83.632,2.9926,13.5862,4.2045,7.9015
2013-10-07,1.3572,131.46,0.8437,1.4421,1.401,1.2262,8.3055,8.7425,1.6394,17.877,1.6934,10.5245,8.127,1455.45,2.7087,43.8104,83.912,3.0123,13.6152,4.1951,7.8887
2013-10-08,1.3576,131.94,0.84265,1.4316,1.3994,1.2284,8.3133,8.7023,1.6303,17.7394,1.6944,10.5271,8.082,1458.12,2.6939,43.7462,83.893,2.9847,13.4645,4.1931,7.8989
2013-10-09,1.3515,131.55,0.8464,1.4299,1.4029,1.2313,8.2709,8.7445,1.6269,17.8128,1.6918,10.4801,8.11,1453.88,2.6857,43.73,83.598,2.98,13.5072,4.1995,7.8668
2013-10-10,1.3532,132.37,0.8481,1.4346,1.4053,1.2311,8.2773,8.8217,1.6395,17.781,1.6918,10.4933,8.19,1451.29,2.68,43.6864,82.789,2.9722,13.4895,4.1958,7.877
2013-10-11,1.3566,133.38,0.849,1.4318,1.4094,1.2314,8.3004,8.7659,1.6261,17.7186,1.6901,10.5195,8.1285,1452.65,2.6837,43.7275,82.861,2.9533,13.3883,4.1932,7.9065
2013-10-14,1.3564,133.19,0.8483,1.4313,1.4041,1.2334,8.283,8.7988,1.6228,17.6773,1.6886,10.5179,8.1325,1454.56,2.6929,43.7873,83.329,2.9507,13.4792,4.1828,7.9112
2013-10-15,1.3493,132.89,0.84635,1.4167,1.3975,1.2361,8.2334,8.7617,1.612,17.5426,1.677,10.4629,8.118,1439.53,2.6828,43.5645,83.144,2.948,13.4201,4.1811,7.8698
2013-10-16,1.3561,133.38,0.8459,1.4227,1.4067,1.2341,8.2725,8.8116,1.6122,17.5812,1.6869,10.5157,8.1365,1448.09,2.6929,43.6995,83.868,2.9465,13.511,4.1765,7.9177
2013-10-17,1.3662,133.64,0.8476,1.4197,1.4069,1.2327,8.3299,8.7781,1.608,17.5324,1.6948,10.5935,8.115,1451.9,2.689,43.736,83.639,2.9599,13.4557,4.1744,7.9797
2013-10-18,1.3684,133.73,0.84515,1.4173,1.4089,1.2343,8.3431,8.7686,1.6125,17.4977,1.6934,10.6099,8.0985,1451.88,2.6903,43.583,83.835,2.9448,13.3871,4.1808,8.0058
2013-10-21,1.3667,134.17,0.8465,1.4139,1.4069,1.2352,8.3309,8.785,1.6148,17.5843,1.6968,10.5959,8.092,1451.79,2.7021,43.622,84.14,2.9736,13.4597,4.1824,7.9966
2013-10-22,1.3674,134.52,0.8476,1.4143,1.4084,1.2355,8.332,8.7626,1.6166,17.7718,1.6968,10.6012,8.1335,1451.03,2.7109,43.6458,84.22,2.9886,13.5075,4.182,8.0004
2013-10-23,1.3752,133.95,0.8516,1.4298,1.4189,1.2307,8.3693,8.7756,1.6436,17.7886,1.7051,10.6618,8.136,1455.81,2.716,43.7066,84.784,2.9998,13.4643,4.1783,8.046
2013-10-24,1.3805,134.32,0.8537,1.4354,1.4358,1.2303,8.3998,8.7626,1.6503,17.9741,1.7074,10.7032,8.121,1465.34,2.7316,43.7548,84.813,3.0346,13.4828,4.1861,8.0949
2013-10-25,1.3777,134.15,0.8519,1.4369,1.438,1.2348,8.3814,8.7351,1.6601,17.8719,1.7035,10.682,8.137,1464.88,2.7367,43.8,84.768,3.0121,13.5502,4.1858,8.0854
2013-10-28,1.3784,134.65,0.8534,1.4387,1.4396,1.2343,8.3888,8.7464,1.6621,17.7631,1.7062,10.6871,8.13,1462.91,2.7373,43.9035,84.806,3.0115,13.562,4.1855,8.1091
2013-10-29,1.3768,134.88,0.8567,1.4505,1.4379,1.2358,8.3855,8.7695,1.6667,17.7841,1.7075,10.6749,8.1195,1463.17,2.7388,44.114,84.632,3.0029,13.6012,4.1838,8.1111
2013-10-30,1.3755,135.11,0.8559,1.4471,1.4364,1.2347,8.3831,8.782,1.6632,17.7178,1.7022,10.6644,8.08,1456.81,2.7358,44.0089,84.232,3.0135,13.5765,4.1801,8.112
2013-10-31,1.3641,133.99,0.8502,1.4353,1.4251,1.2333,8.3109,8.8052,1.645,17.6733,1.6897,10.5759,8.104,1446.55,2.7167,43.7777,83.868,2.9962,13.6151,4.1783,8.0618
2013-11-01,1.3505,132.9,0.84635,1.4265,1.4082,1.231,8.2381,8.8055,1.6343,17.6703,1.6783,10.47,8.046,1434.27,2.7252,43.6018,83.3645,3.0409,13.7113,4.1875,7.979
2013-11-04,1.3506,133.28,0.8456,1.4215,1.4048,1.2321,8.2411,8.7722,1.626,17.577,1.6792,10.47,8.0165,1435.16,2.7273,43.8245,84.028,3.0334,13.7488,4.1778,8.0158
2013-11-05,1.3494,132.59,0.8403,1.4157,1.4073,1.2297,8.2281,8.794,1.6192,17.6326,1.6745,10.46,8.052,1431.71,2.7332,43.696,83.411,3.0614,13.8124,4.1802,8.0239
2013-11-06,1.3517,133.33,0.8403,1.4186,1.4112,1.2321,8.2346,8.7874,1.6079,17.7106,1.6791,10.4778,8.0505,1433.22,2.7428,43.752,84.394,3.0716,13.803,4.1677,8.0473
2013-11-07,1.3365,132.0,0.8321,1.4088,1.394,1.2298,8.142,8.711,1.5945,17.5449,1.6618,10.36,8.016,1418.99,2.7102,43.254,83.652,3.0406,13.6875,4.1623,7.9595
2013-11-08,1.3431,131.58,0.83525,1.4193,1.4042,1.2302,8.1822,8.8375,1.6101,17.7168,1.6679,10.4113,8.1755,1427.51,2.7178,43.716,84.3,3.0874,13.737,4.1801,7.982
2013-11-11,1.3394,132.86,0.8381,1.4314,1.4026,1.2328,8.1587,8.7967,1.6262,17.6466,1.672,10.3843,8.2065,1436.57,2.7286,43.81,84.704,3.1002,13.8735,4.2045,7.9878
2013-11-12,1.3432,133.87,0.8447,1.4401,1.4097,1.2328,8.1825,8.9103,1.6333,17.7464,1.6785,10.414,8.2995,1441.28,2.7516,44.115,85.556,3.1339,13.95,4.2035,8.0223
2013-11-13,1.3415,133.27,0.8399,1.4409,1.4071,1.2316,8.1735,8.9928,1.6283,17.6696,1.6747,10.4008,8.338,1438.53,2.7528,44.055,85.106,3.1205,13.8806,4.202,8.0171
2013-11-14,1.3436,134.26,0.83715,1.4454,1.4106,1.2332,8.1847,8.974,1.6281,17.5555,1.6765,10.4177,8.331,1437.48,2.75,43.99,85.117,3.1255,13.8888,4.1855,8.033
2013-11-15,1.346,134.99,0.8377,1.4422,1.4085,1.2346,8.2005,8.9438,1.6216,17.4647,1.6791,10.4363,8.2535,1431.79,2.7443,43.9833,84.96,3.1146,13.7085,4.1829,8.0659
2013-11-18,1.3517,135.23,0.8388,1.4378,1.4081,1.2321,8.2328,8.9156,1.6152,17.4356,1.6842,10.4793,8.2685,1427.73,2.7299,43.951,84.215,3.0912,13.666,4.1756,8.1028
2013-11-19,1.3502,134.89,0.8385,1.4341,1.4092,1.2333,8.2274,8.9613,1.6195,17.4365,1.6787,10.4668,8.2285,1425.2,2.7149,44.1623,83.955,3.0623,13.6524,4.1829,8.1063
2013-11-20,1.3527,135.2,0.83765,1.4418,1.4145,1.2323,8.2434,8.9195,1.6275,17.531,1.6826,10.4857,8.228,1429.66,2.7197,44.4208,84.523,3.0705,13.6817,4.1867,8.1703
2013-11-21,1.3472,135.83,0.835,1.4536,1.4109,1.2318,8.2082,8.9353,1.6393,17.6655,1.6818,10.4434,8.2065,1431.41,2.72,44.3825,84.793,3.113,13.67,4.1923,8.1432
2013-11-22,1.3518,136.74,0.8344,1.4746,1.4249,1.2302,8.2385,8.8948,1.6575,17.6167,1.6916,10.4802,8.2065,1434.85,2.7251,44.2985,84.989,3.0918,13.6485,4.1978,8.1895
2013-11-25,1.3514,137.57,0.8348,1.4754,1.4272,1.2311,8.2344,8.8915,1.6458,17.5598,1.6924,10.4773,8.2755,1432.79,2.703,44.5414,84.456,3.0956,13.5965,4.1916,8.2176
2013-11-26,1.3547,137.34,0.8383,1.4861,1.4258,1.2312,8.253,8.8942,1.6528,17.7212,1.6965,10.5022,8.2685,1437.19,2.728,44.662,84.647,3.1139,13.7028,4.1987,8.2373
2013-11-27,1.3596,138.43,0.83405,1.4952,1.4382,1.2305,8.2839,8.91,1.6638,17.8203,1.7056,10.5406,8.253,1447.24,2.7499,44.8979,84.506,3.1311,13.8377,4.2036,8.2851
2013-11-28,1.3592,139.06,0.83215,1.4915,1.4376,1.2323,8.2809,8.9301,1.6668,17.8184,1.7067,10.5375,8.276,1442.46,2.7424,45.0515,84.828,3.1566,13.8975,4.1942,8.302
2013-11-29,1.3611,139.21,0.83275,1.4934,1.4394,1.2298,8.2956,8.9075,1.6698,17.7743,1.7082,10.5523,8.32,1440.32,2.7475,45.155,84.974,3.1587,13.861,4.206,8.3333
2013-12-02,1.3536,139.16,0.82605,1.4812,1.4387,1.2321,8.2479,8.8904,1.6507,17.7877,1.6985,10.4934,8.3095,1432.49,2.7524,44.9057,84.356,3.1645,13.8223,4.1928,8.3118
2013-12-03,1.3578,139.31,0.8271,1.4873,1.4465,1.2287,8.2717,8.8677,1.6457,17.9796,1.7023,10.5262,8.29,1440.34,2.7675,45.15,84.669,3.1951,14.0306,4.2032,8.36
2013-12-04,1.3592,139.31,0.83,1.5046,1.4484,1.2268,8.2789,8.8382,1.6585,17.8511,1.7044,10.5384,8.3105,1442.72,2.7809,45.0345,84.208,3.2274,14.1267,4.1983,8.3982
2013-12-05,1.3594,138.73,0.8313,1.5038,1.4487,1.2262,8.2811,8.8631,1.6565,17.7086,1.7044,10.5407,8.4035,1441.59,2.7784,44.8932,83.865,3.2225,14.2302,4.1894,8.4235
2013-12-06,1.3661,139.63,0.8358,1.5065,1.4548,1.2231,8.3103,8.9261,1.6663,17.8348,1.7119,10.5937,8.434,1444.01,2.7876,45.041,84.155,3.2237,14.3055,4.1938,8.5067
2013-12-09,1.3722,141.33,0.83765,1.5101,1.4633,1.2231,8.333,8.9554,1.6587,17.6094,1.7139,10.6396,8.4285,1440.61,2.7864,44.926,83.889,3.1885,14.1802,4.1867,8.5625
2013-12-10,1.375,141.35,0.83645,1.5039,1.4604,1.2214,8.3486,8.9897,1.6529,17.6749,1.7181,10.6605,8.4015,1444.26,2.7902,44.9962,83.9149,3.1759,14.1808,4.1825,8.5913
2013-12-11,1.3767,141.22,0.84025,1.5123,1.4581,1.2219,8.3565,9.0124,1.6701,17.7439,1.7217,10.6755,8.4215,1446.71,2.7999,45.0812,84.399,3.1997,14.2878,4.1831,8.6225
2013-12-12,1.3775,141.51,0.8397,1.521,1.4571,1.2211,8.3675,9.0604,1.6562,17.8772,1.7266,10.6803,8.4765,1448.33,2.8073,45.1292,85.416,3.2051,14.2673,4.1823,8.6466
2013-12-13,1.3727,141.93,0.8437,1.5355,1.4626,1.2226,8.3367,9.0351,1.6691,17.7782,1.7251,10.643,8.49,1446.78,2.7992,45.0965,85.335,3.2005,14.1407,4.1796,8.6219
2013-12-16,1.3776,141.87,0.84385,1.54,1.4579,1.2212,8.3651,9.0266,1.6673,17.8013,1.7293,10.6815,8.4345,1450.66,2.797,45.2905,85.067,3.2091,14.2072,4.1758,8.6644
2013-12-17,1.3749,141.61,0.8456,1.5421,1.4557,1.2206,8.3477,9.0412,1.6626,17.7864,1.7289,10.6595,8.46,1448.07,2.8055,45.2922,85.084,3.1891,14.2344,4.179,8.6818
2013-12-18,1.3749,141.61,0.8401,1.5434,1.4621,1.2211,8.3483,8.9892,1.666,17.8211,1.7306,10.6586,8.3795,1448.32,2.8137,45.305,85.384,3.1994,14.2257,4.1783,8.7059
2013-12-19,1.3667,142.55,0.8349,1.5445,1.465,1.2261,8.3011,8.9539,1.6715,17.7312,1.7313,10.5964,8.383,1449.92,2.8338,44.9955,85.249,3.2112,14.1911,4.1739,8.7154
2013-12-20,1.3655,142.66,0.8348,1.5405,1.46,1.2263,8.2889,8.9905,1.6725,17.83,1.731,10.589,8.416,1450.05,2.8583,45.08,84.716,3.2489,14.29,4.1653,8.7344
2013-12-23,1.3702,142.38,0.8377,1.532,1.4524,1.2257,8.3151,8.9873,1.6697,17.7681,1.7349,10.6248,8.3975,1453.63,2.866,44.8968,84.703,3.2504,14.1583,4.1597,8.8028
2013-12-24,1.3684,142.66,0.83603,1.533,1.4519,1.2243,8.3081,9.0015,1.6715,17.7663,1.7346,10.6119,8.4345,1449.52,2.8476,44.6875,84.56,3.2247,14.1531,4.1422,8.8142
2013-12-27,1.3814,145.02,0.83665,1.5506,1.4731,1.2234,8.3841,8.9785,1.6893,18.1236,1.7509,10.7126,8.4475,1456.69,2.9859,44.961,85.623,3.2519,14.4446,4.1515,8.9397
2013-12-30,1.3783,145.02,0.8364,1.552,1.4764,1.2259,8.3555,8.9283,1.6866,18.0096,1.7481,10.6886,8.4255,1454.26,2.9348,45.17,85.304,3.2208,14.4257,4.1487,8.9459
2013-12-31,1.3791,144.72,0.8337,1.5423,1.4671,1.2276,8.3491,8.8591,1.6762,18.0731,1.7414,10.6933,8.363,1450.93,2.9605,45.3246,85.366,3.2576,14.566,4.1543,8.99
2014-01-02,1.3658,143.82,0.8282,1.5424,1.452,1.2307,8.2642,8.8832,1.6754,17.9384,1.7328,10.5904,8.4025,1436.12,2.9843,45.1984,85.045,3.2753,14.5405,4.1693,8.9057
2014-01-03,1.3634,142.46,0.83045,1.5156,1.4468,1.2309,8.2569,8.8561,1.6434,17.821,1.7244,10.573,8.3585,1438.67,2.9637,45.1393,84.802,3.2373,14.4393,4.1658,8.9228
2014-01-06,1.3602,142.28,0.8303,1.5207,1.4496,1.2319,8.2327,8.8687,1.6431,17.8526,1.7253,10.5479,8.39,1449.01,2.9837,45.28,84.666,3.24,14.5732,4.1764,8.9168
2014-01-07,1.3641,142.43,0.83115,1.528,1.4585,1.2367,8.2554,8.8573,1.6455,17.8083,1.7325,10.5776,8.385,1455.52,2.9566,45.275,84.83,3.2241,14.4915,4.1776,8.9956
2014-01-08,1.3594,142.33,0.8277,1.5212,1.4692,1.2383,8.2249,8.8964,1.6373,17.7055,1.7262,10.5416,8.411,1450.38,2.9581,45.0019,84.32,3.2246,14.499,4.1767,8.9707
2014-01-09,1.3612,142.92,0.82575,1.5343,1.478,1.2368,8.2404,8.926,1.6495,17.8639,1.7304,10.5554,8.4075,1447.42,2.9745,45.1425,84.541,3.2641,14.715,4.1755,8.99
2014-01-10,1.3587,142.67,0.828,1.5265,1.4777,1.2342,8.223,8.882,1.6527,17.7718,1.7255,10.5367,8.4025,1443.48,2.9585,45.1468,84.11,3.2511,14.6297,4.1749,9.0021
2014-01-13,1.3654,141.37,0.8317,1.5066,1.4897,1.2342,8.2531,8.8713,1.6328,17.7642,1.727,10.5882,8.362,1444.41,2.973,45.2798,83.927,3.2124,14.6746,4.1542,9.0919
2014-01-14,1.3667,141.62,0.83145,1.5189,1.4883,1.2334,8.2587,8.8198,1.6243,17.9154,1.7324,10.5978,8.334,1449.27,2.9979,45.5622,84.032,3.2284,14.8155,4.1507,9.1487
2014-01-15,1.3606,141.86,0.8302,1.5263,1.4905,1.2354,8.2263,8.7955,1.628,17.8443,1.7311,10.5504,8.3185,1446.26,2.9858,45.5004,83.7358,3.1916,14.8468,4.1575,9.1272
2014-01-16,1.3597,142.21,0.83215,1.5457,1.4851,1.235,8.236,8.8174,1.6375,18.0439,1.7318,10.5441,8.389,1447.27,2.9991,45.423,83.71,3.2269,14.8164,4.1692,9.1209
2014-01-17,1.3584,141.8,0.8262,1.5455,1.49,1.2332,8.218,8.7937,1.6443,18.0908,1.7301,10.5353,8.3795,1441.62,3.0142,45.5854,83.61,3.2127,14.776,4.1645,9.1991
2014-01-20,1.3566,141.05,0.8262,1.5388,1.4838,1.2337,8.2111,8.783,1.6405,17.9546,1.731,10.5225,8.3775,1443.23,3.0379,45.7878,83.538,3.1637,14.6895,4.1578,9.2188
2014-01-21,1.3526,141.58,0.8239,1.5403,1.4877,1.2357,8.1842,8.8071,1.629,18.0065,1.7308,10.492,8.372,1447.19,3.0459,45.958,83.92,3.1977,14.683,4.1651,9.2322
2014-01-22,1.3566,141.57,0.819,1.5291,1.4876,1.2345,8.2107,8.7958,1.6268,18.0441,1.7337,10.5237,8.3655,1450.61,3.0634,45.9745,83.953,3.2072,14.7038,4.165,9.3395
2014-01-23,1.3639,141.99,0.82175,1.554,1.5199,1.2317,8.2528,8.7661,1.6425,18.2149,1.7444,10.5816,8.3325,1465.7,3.1056,46.478,84.396,3.2397,14.9595,4.1679,9.4552
2014-01-24,1.3687,140.18,0.8291,1.5715,1.5141,1.2256,8.281,8.8197,1.6559,18.4583,1.7515,10.6254,8.3915,1484.38,3.1888,47.118,85.689,3.3004,15.2179,4.208,10.8812
2014-01-27,1.3658,140.39,0.82505,1.5618,1.508,1.2267,8.2593,8.8057,1.6561,18.2949,1.7444,10.605,8.438,1477.22,3.165,47.2193,86.184,3.2747,15.2239,4.1974,10.9138
2014-01-28,1.3649,140.61,0.82285,1.5515,1.521,1.2278,8.2589,8.8158,1.6514,18.1409,1.7398,10.5967,8.405,1471.93,3.098,47.324,85.327,3.2934,15.1169,4.1913,10.9066
2014-01-29,1.3608,139.73,0.8221,1.5535,1.5173,1.2255,8.2402,8.8005,1.6436,18.115,1.7345,10.5653,8.438,1463.12,3.0445,47.7235,85.111,3.3172,15.1676,4.213,10.9078
2014-01-30,1.3574,139.28,0.8238,1.5459,1.5176,1.2233,8.2302,8.8347,1.6624,18.1111,1.7323,10.5421,8.468,1469.53,3.0808,47.8025,85.084,3.2955,15.27,4.2312,10.86
2014-01-31,1.3516,138.13,0.82135,1.5516,1.5131,1.222,8.1923,8.8509,1.6682,18.1614,1.7278,10.4969,8.511,1464.23,3.0742,47.7482,84.688,3.2829,15.2836,4.2488,10.8202
2014-02-03,1.3498,137.82,0.8259,1.5346,1.495,1.2226,8.1798,8.8318,1.6643,17.9892,1.7212,10.5609,8.4525,1463.63,3.0533,47.473,84.371,3.2478,15.0135,4.2242,10.8238
2014-02-04,1.3519,137.05,0.82905,1.5195,1.497,1.2215,8.1963,8.8231,1.657,18.1121,1.7152,10.4969,8.52,1462.27,3.0411,47.4312,84.531,3.264,15.0304,4.2045,10.833
2014-02-05,1.3543,136.78,0.8322,1.5174,1.4976,1.2222,8.2073,8.829,1.6469,18.063,1.7177,10.5123,8.458,1460.07,3.0323,47.2578,84.7521,3.2697,15.036,4.1944,10.8452
2014-02-06,1.3495,136.93,0.82875,1.5051,1.4925,1.2224,8.177,8.7883,1.6392,17.8802,1.7115,10.4704,8.4,1454.72,3.0043,46.99,84.2358,3.2431,15.039,4.188,10.655
2014-02-07,1.3574,138.79,0.8314,1.5178,1.5025,1.2237,8.231,8.8595,1.6462,18.1125,1.7223,10.5532,8.412,1459.46,3.0162,47.12,84.727,3.2395,15.0675,4.1875,10.6936
2014-02-10,1.3638,139.26,0.8316,1.5259,1.5063,1.2234,8.2652,8.8457,1.6488,18.1372,1.7318,10.5791,8.358,1461.48,3.0251,47.4027,85.0391,3.2653,15.1679,4.1803,10.6939
2014-02-11,1.3676,140.0,0.83075,1.5148,1.5093,1.2235,8.2879,8.82,1.6416,18.16,1.733,10.6072,8.368,1457.65,3.0076,47.5073,85.0904,3.2895,15.0272,4.1825,10.6844
2014-02-12,1.3573,138.89,0.8216,1.5016,1.493,1.2249,8.2289,8.7718,1.6277,18.0643,1.7186,10.5274,8.332,1441.99,2.977,47.2415,84.2951,3.2702,14.9297,4.1658,10.6148
2014-02-13,1.3675,139.42,0.8215,1.5257,1.5047,1.2216,8.2924,8.8106,1.6399,18.2725,1.7337,10.6063,8.3365,1457.02,3.0167,48.0975,85.245,3.3189,15.1729,4.1675,10.6813
2014-02-14,1.3707,139.48,0.82035,1.5176,1.5017,1.2221,8.3162,8.8486,1.6379,18.1673,1.7289,10.6306,8.355,1453.1,2.9962,48.084,84.908,3.2837,14.9803,4.1495,10.7056
2014-02-17,1.3699,139.6,0.81885,1.5159,1.5015,1.2221,8.3071,8.8286,1.6381,18.1145,1.7239,10.6238,8.32,1452.81,2.9858,48.1519,84.7386,3.2752,14.8483,4.1471,10.6989
2014-02-18,1.3731,140.77,0.8233,1.5212,1.5059,1.2221,8.3323,8.922,1.6522,18.1366,1.7315,10.6494,8.343,1463.53,2.9933,48.403,85.282,3.2915,14.9064,4.1538,10.6528
2014-02-19,1.3745,140.08,0.8251,1.5217,1.5051,1.2214,8.3517,8.9382,1.6515,18.2472,1.7335,10.6595,8.3185,1467.01,3.0102,49.142,85.53,3.3069,15.0484,4.1734,10.6668
2014-02-20,1.3706,139.91,0.822,1.5269,1.5189,1.2203,8.3394,8.9606,1.6555,18.2701,1.7352,10.6298,8.3625,1474.49,3.0292,49.1162,85.478,3.2738,15.1857,4.1801,10.6644
2014-02-21,1.3707,140.5,0.82183,1.5283,1.5304,1.2195,8.3495,8.9953,1.6558,18.2348,1.7376,10.6313,8.367,1469.53,3.0097,49.0415,85.158,3.2577,15.1355,4.1661,10.7127
2014-02-24,1.3735,140.69,0.82465,1.5271,1.5243,1.2209,8.3751,8.9372,1.6558,18.2126,1.7413,10.653,8.278,1475.58,2.9945,48.8393,85.2446,3.2183,14.998,4.1578,10.7726
2014-02-25,1.3754,140.65,0.82395,1.5239,1.5233,1.2193,8.422,8.9313,1.6508,18.232,1.7395,10.6715,8.288,1476.09,3.0369,48.995,85.1421,3.2115,14.7691,4.1525,10.8017
2014-02-26,1.3726,140.5,0.8226,1.5288,1.523,1.2198,8.4073,8.9287,1.65,18.1986,1.7365,10.6497,8.307,1466.34,3.0461,49.4672,85.2865,3.2143,14.8262,4.1611,10.7996
2014-02-27,1.3656,139.15,0.82035,1.5286,1.52,1.2161,8.3688,8.9184,1.6319,18.2075,1.7288,10.5954,8.2735,1460.18,3.0364,49.4042,84.6467,3.2098,14.6986,4.1779,10.7568
2014-02-28,1.3813,140.63,0.82625,1.5414,1.5357,1.2153,8.4882,8.8525,1.64,18.3091,1.7487,10.7172,8.275,1473.27,3.0555,49.9431,85.3056,3.212,14.7584,4.1676,10.8922
2014-03-03,1.3768,139.51,0.82305,1.5432,1.5278,1.2129,8.4589,8.8652,1.6446,18.2997,1.7461,10.6823,8.3175,1473.34,3.0576,50.0835,85.3905,3.2125,14.864,4.1928,10.8568
2014-03-04,1.3768,140.2,0.8246,1.5392,1.5244,1.2172,8.4564,8.8603,1.6411,18.2977,1.7469,10.6847,8.2485,1474.47,3.052,49.751,85.1757,3.21,14.918,4.1865,10.8563
2014-03-05,1.3732,140.71,0.8217,1.5295,1.519,1.2186,8.4158,8.8519,1.632,18.1949,1.7423,10.6574,8.2305,1470.67,3.031,49.43,84.802,3.2156,14.7362,4.1795,10.8277
2014-03-06,1.3745,141.22,0.8234,1.5168,1.5162,1.219,8.4128,8.83,1.6206,18.1314,1.7376,10.6672,8.2265,1463.78,3.0256,49.892,83.9957,3.1856,14.6388,4.1845,10.8377
2014-03-07,1.3894,143.02,0.8285,1.5216,1.5261,1.2191,8.5109,8.859,1.6341,18.2956,1.7552,10.782,8.278,1475.83,3.0483,50.4997,84.8382,3.2387,14.7777,4.192,10.9554
2014-03-10,1.3881,143.39,0.8338,1.5359,1.5419,1.2192,8.5232,8.8735,1.6407,18.3035,1.7594,10.7733,8.282,1480.55,3.0742,50.5218,84.4555,3.2354,14.9187,4.2012,10.9119
2014-03-11,1.385,143.05,0.8336,1.533,1.539,1.2175,8.504,8.8287,1.6319,18.3263,1.7549,10.7501,8.2385,1475.36,3.0859,50.4281,84.421,3.2489,14.9508,4.217,10.8875
2014-03-12,1.3887,142.68,0.8359,1.5507,1.5465,1.2159,8.5344,8.8619,1.6416,18.4385,1.7603,10.7844,8.287,1487.02,3.1113,50.6994,85.0162,3.2785,15.1248,4.2272,10.9177
2014-03-13,1.3942,143.3,0.83545,1.5372,1.5428,1.216,8.5566,8.8495,1.6238,18.3895,1.7627,10.826,8.2575,1488.44,3.103,50.81,85.2972,3.268,14.9577,4.2231,10.9832
2014-03-14,1.3884,140.63,0.83665,1.5382,1.5393,1.2124,8.5385,8.8676,1.627,18.4553,1.7569,10.7816,8.3075,1487.99,3.104,50.9305,84.9562,3.2849,14.94,4.2423,10.9371
2014-03-17,1.3906,141.45,0.83675,1.5311,1.5393,1.2154,8.5895,8.8604,1.6235,18.3712,1.7594,10.7981,8.28,1484.94,3.0932,50.731,85.2361,3.272,14.9197,4.222,10.9996
2014-03-18,1.3902,141.1,0.8383,1.5255,1.5355,1.2162,8.6083,8.8226,1.6138,18.3367,1.7583,10.7971,8.305,1487.97,3.0885,50.5525,85.0052,3.2726,14.9281,4.2092,11.0045
2014-03-19,1.3913,141.31,0.8368,1.5269,1.5545,1.2167,8.6212,8.8339,1.6142,18.3039,1.7615,10.8026,8.3175,1488.77,3.091,49.98,84.7928,3.2493,14.9134,4.1982,11.0549
2014-03-20,1.3762,140.85,0.83455,1.5257,1.5507,1.219,8.5718,8.8576,1.6159,18.2828,1.7574,10.6845,8.3705,1489.35,3.079,49.704,84.4058,3.2295,15.0556,4.2026,10.9449
